weather,temperature,humidity,pressure
Foggy,-1.06111111111111,0.99,1037.86
Foggy,-1.11111111111111,0.96,1037.29
Foggy,-1.61111111111111,1,1037.1
Foggy,-1.6,0.96,1036.74
Foggy,-2.10555555555556,0.99,1036.16
Foggy,-1.61111111111111,1,1035.66
Foggy,-1.11111111111111,0.92,1035.16
Foggy,-1.11111111111111,0.99,1034.86
Foggy,-1.16111111111111,0.99,1034.66
Foggy,-1.11111111111111,0.99,1034.46
Overcast,-0.094444444444445,1,1033.97
Mostly Cloudy,0.933333333333333,0.99,1033.93
Mostly Cloudy,2.03888888888889,1,1033.2
Mostly Cloudy,3.63888888888889,0.93,1032.27
Partly Cloudy,5.87777777777778,0.78,1031.39
Partly Cloudy,6.83333333333333,0.75,1030.51
Partly Cloudy,6.91666666666667,0.74,1030.09
Partly Cloudy,4.23333333333333,0.88,1029.8
Partly Cloudy,2.75555555555556,0.89,1029.22
Mostly Cloudy,4.77222222222222,0.87,1029.31
Mostly Cloudy,3.68888888888889,0.9,1029.26
Mostly Cloudy,3.88333333333333,0.89,1029.37
Mostly Cloudy,4.35,0.83,1028.98
Mostly Cloudy,3.65555555555555,0.84,1028.56
Mostly Cloudy,3.23888888888889,0.86,1028.48
Mostly Cloudy,3.17777777777778,0.83,1028.08
Mostly Cloudy,3.01111111111111,0.84,1027.76
Partly Cloudy,2.68888888888889,0.83,1027.56
Mostly Cloudy,1.62222222222222,0.89,1027.55
Partly Cloudy,0.577777777777777,0.9,1027.33
Partly Cloudy,0.116666666666667,0.86,1026.86
Mostly Cloudy,1.18333333333333,0.86,1026.76
Mostly Cloudy,1.06111111111111,0.87,1026.94
Mostly Cloudy,2.2,0.86,1027.07
Mostly Cloudy,2.77777777777778,0.83,1027.27
Mostly Cloudy,3.78888888888889,0.84,1027.58
Mostly Cloudy,6.06111111111111,0.76,1027.6
Mostly Cloudy,7.82222222222222,0.71,1027.18
Partly Cloudy,9.78888888888889,0.64,1026.66
Partly Cloudy,9.92222222222222,0.62,1026.19
Partly Cloudy,8.83333333333333,0.71,1025.93
Mostly Cloudy,7.16111111111111,0.8,1026.28
Partly Cloudy,4.00555555555556,0.92,1026.51
Mostly Cloudy,2.87222222222222,0.89,1026.71
Foggy,1.48333333333333,0.93,1026.77
Foggy,0.277777777777778,0.92,1026.71
Foggy,-1.78333333333333,0.96,1026.79
Foggy,0.2,0.99,1026.47
Foggy,0.177777777777778,1,1026.8
Foggy,0.1,0.96,1026.48
Foggy,-0.516666666666666,0.99,1026.37
Foggy,0.072222222222224,0.96,1026.17
Foggy,-0.966666666666666,0.99,1025.98
Foggy,-1.45,0.99,1025.64
Clear,-1.06111111111111,1,1025.36
Clear,-1.17777777777778,0.93,1024.88
Partly Cloudy,-1.18333333333333,0.93,1024.83
Partly Cloudy,-0.155555555555556,0.92,1024.49
Partly Cloudy,2.01666666666667,0.86,1024.29
Partly Cloudy,4.6,0.78,1023.96
Partly Cloudy,7.06666666666667,0.66,1023.39
Partly Cloudy,8.70555555555556,0.59,1022.77
Partly Cloudy,9.95,0.51,1021.98
Clear,11.0611111111111,0.5,0
Partly Cloudy,9.88333333333333,0.51,1020.48
Partly Cloudy,7.20555555555556,0.6,1020.54
Clear,4.88333333333333,0.71,1020.55
Clear,3.84444444444445,0.71,1020.46
Clear,1.55555555555555,0.79,1020.6
Clear,1.13333333333333,0.76,1020.14
Clear,1.59444444444444,0.76,1019.96
Clear,0.955555555555555,0.77,1019.86
Clear,1.55,0.76,1019.44
Clear,0.950000000000001,0.76,1018.86
Clear,0.483333333333332,0.78,1018.62
Clear,0.372222222222223,0.76,1018.34
Clear,-0.599999999999999,0.79,1018.32
Clear,-0.644444444444444,0.81,1017.69
Clear,-0.183333333333332,0.76,1017.13
Clear,-0.138888888888889,0.76,1016.53
Partly Cloudy,-1.17222222222222,0.83,1016.52
Partly Cloudy,-0.155555555555556,0.82,1016.32
Partly Cloudy,2.11111111111111,0.7,1016.03
Partly Cloudy,3.87777777777778,0.65,1015.94
Partly Cloudy,7.13333333333334,0.56,1015.3
Partly Cloudy,8.8,0.5,1014.3
Partly Cloudy,9.88333333333333,0.5,1013.78
Mostly Cloudy,9.88333333333333,0.54,1012.91
Mostly Cloudy,8.83888888888889,0.63,1012.61
Mostly Cloudy,7.77777777777778,0.7,1012.37
Mostly Cloudy,7.19444444444445,0.72,1012.09
Mostly Cloudy,7.12777777777778,0.71,1011.61
Mostly Cloudy,7.11111111111111,0.72,1011.6
Mostly Cloudy,7.06666666666667,0.72,1011.71
Mostly Cloudy,6.6,0.71,1011.12
Mostly Cloudy,6.43888888888889,0.72,1010.99
Mostly Cloudy,5.97222222222222,0.74,1010.74
Partly Cloudy,5.41666666666667,0.74,1010.42
Partly Cloudy,5.33333333333333,0.75,1009.94
Partly Cloudy,5.26111111111111,0.74,1009.83
Partly Cloudy,4.72777777777778,0.77,1009.43
Partly Cloudy,5.63888888888889,0.73,1008.4
Partly Cloudy,4.79444444444445,0.77,1008.13
Partly Cloudy,4.90555555555556,0.77,1007.63
Breezy and Partly Cloudy,5.95555555555556,0.72,1007.26
Breezy and Mostly Cloudy,7.03888888888889,0.67,1006.73
Breezy and Mostly Cloudy,7.61666666666667,0.69,1006.52
Breezy and Mostly Cloudy,8.82777777777778,0.67,1006.23
Breezy and Mostly Cloudy,11.95,0.54,1005.62
Mostly Cloudy,12.0444444444444,0.58,1004.93
Breezy and Mostly Cloudy,11.0777777777778,0.58,1004.12
Breezy and Mostly Cloudy,11.0444444444444,0.57,1003.72
Breezy and Mostly Cloudy,11.0444444444444,0.57,1003.59
Breezy and Mostly Cloudy,11,0.57,1003.43
Breezy and Mostly Cloudy,11.0666666666667,0.57,1003.11
Breezy and Mostly Cloudy,11.0666666666667,0.57,1003.31
Breezy and Mostly Cloudy,10.9111111111111,0.58,1003.67
Breezy and Overcast,11.0222222222222,0.55,1003.54
Breezy and Overcast,10.4444444444444,0.6,1003.75
Breezy and Overcast,9.85555555555556,0.63,1004.23
Overcast,9.4,0.64,1005.03
Overcast,8.87222222222222,0.66,1005.13
Mostly Cloudy,8.83333333333333,0.71,1005.03
Overcast,9.30555555555556,0.67,1005.39
Mostly Cloudy,8.31111111111111,0.71,1005.8
Mostly Cloudy,8.32777777777778,0.75,1006.17
Mostly Cloudy,7.73333333333333,0.76,1006.79
Mostly Cloudy,7.2,0.79,1007.61
Mostly Cloudy,6.33333333333333,0.8,1008.24
Mostly Cloudy,7.15,0.79,1009.03
Mostly Cloudy,7.71111111111111,0.77,1010.03
Mostly Cloudy,8.83888888888889,0.73,1010.87
Mostly Cloudy,10.9444444444444,0.67,1011.02
Mostly Cloudy,12.5666666666667,0.6,1010.82
Partly Cloudy,12.8666666666667,0.59,1010.91
Partly Cloudy,12.7333333333333,0.59,1011.3
Mostly Cloudy,12.0833333333333,0.62,1011.49
Mostly Cloudy,9.08888888888889,0.71,1012.19
Mostly Cloudy,7.17222222222222,0.74,1012.99
Mostly Cloudy,5.02222222222222,0.87,1013.7
Mostly Cloudy,5.5,0.86,1014.31
Mostly Cloudy,3.88888888888889,0.89,1014.8
Mostly Cloudy,3.79444444444444,0.89,1015.47
Mostly Cloudy,4.45555555555556,0.9,1015.92
Mostly Cloudy,4.81666666666667,0.93,1016.59
Mostly Cloudy,5.81111111111111,0.89,1016.44
Mostly Cloudy,6.34444444444445,0.87,1016.99
Mostly Cloudy,5.39444444444445,0.87,1017.2
Mostly Cloudy,5.32777777777778,0.9,1017.21
Partly Cloudy,4.44444444444444,0.92,1017.1
Partly Cloudy,3.66111111111111,0.92,1017.35
Mostly Cloudy,4.73333333333334,0.87,1017.3
Mostly Cloudy,4.57777777777778,0.94,1017.76
Mostly Cloudy,3.66666666666667,0.92,1018.28
Partly Cloudy,5.82222222222222,0.87,1018.78
Partly Cloudy,7.56666666666667,0.85,1018.76
Partly Cloudy,10.7055555555556,0.72,1018.3
Clear,11.9333333333333,0.67,1017.4
Clear,12.5388888888889,0.65,1017.04
Clear,12.5111111111111,0.6,1016.51
Clear,11.9555555555556,0.62,1016.4
Clear,10.0333333333333,0.71,1016.5
Clear,7.62222222222222,0.77,1016.78
Clear,7.02777777777778,0.8,1016.76
Clear,5.93888888888889,0.88,1016.92
Clear,5.91111111111111,0.86,1016.57
Clear,5.77222222222222,0.87,1016.4
Clear,5.3,0.84,1016.28
Clear,4.71111111111111,0.83,1016.49
Clear,4.2,0.83,1016.21
Clear,4,0.82,1016.33
Clear,3.11111111111111,0.83,1016.58
Clear,3.03888888888889,0.83,1016.53
Clear,3.33888888888889,0.84,1016.5
Clear,1.99444444444445,0.86,1017.08
Clear,2.02222222222222,0.86,1017.28
Partly Cloudy,1.09444444444444,0.86,1017.82
Mostly Cloudy,1.95,0.86,1018.38
Partly Cloudy,3.59444444444444,0.89,1018.79
Partly Cloudy,6.4,0.76,1019.25
Partly Cloudy,8.53888888888889,0.78,1019.11
Mostly Cloudy,9.64444444444444,0.78,1018.63
Mostly Cloudy,10.6222222222222,0.72,1018.69
Mostly Cloudy,11.9055555555556,0.67,1018.73
Mostly Cloudy,10.7888888888889,0.63,1019.24
Mostly Cloudy,7.86666666666666,0.76,1020.03
Mostly Cloudy,5.88333333333334,0.8,1020.65
Mostly Cloudy,5.78888888888889,0.8,1021.23
Partly Cloudy,3.94444444444444,0.89,1021.63
Partly Cloudy,2.66111111111111,0.9,1021.87
Partly Cloudy,1.13333333333333,0.92,1022.72
Mostly Cloudy,2.91666666666667,0.92,1023.15
Mostly Cloudy,1.85,0.89,1023.55
Partly Cloudy,0.972222222222222,0.7,1036.85
Partly Cloudy,-0.061111111111111,0.73,1036.8
Partly Cloudy,-1.13888888888889,0.76,1037.06
Partly Cloudy,-1.13888888888889,0.73,1037.05
Clear,-2.58333333333333,0.79,1036.87
Clear,-3.80555555555556,0.84,1036.84
Clear,-3.73333333333333,0.83,1036.84
Partly Cloudy,-3.76666666666667,0.84,1036.61
Partly Cloudy,-2.33333333333333,0.82,1037.14
Partly Cloudy,0,0.75,1036.84
Partly Cloudy,2.11111111111111,0.64,1036.62
Partly Cloudy,2.84444444444444,0.6,1036.32
Partly Cloudy,3.95555555555555,0.56,1035.71
Partly Cloudy,4.02777777777778,0.59,1035.3
Partly Cloudy,3.97777777777778,0.56,1034.78
Partly Cloudy,2.86666666666666,0.66,1034.4
Partly Cloudy,2.03888888888889,0.7,1034.6
Foggy,-1.11666666666667,0.9,1034.29
Foggy,-2.24444444444444,0.94,1034.29
Foggy,-2.18888888888889,0.95,1034.11
Foggy,-1.76666666666667,0.91,1034.5
Foggy,-1.81666666666667,0.95,1034.2
Foggy,-2.31666666666667,0.96,1034.18
Foggy,-2.40555555555555,0.95,1033.99
Mostly Cloudy,2.35555555555556,0.92,1023.83
Mostly Cloudy,2.53888888888889,0.93,1024.24
Mostly Cloudy,1.36111111111111,0.95,1024.71
Foggy,1.42777777777778,0.99,1024.82
Foggy,1.59444444444444,0.96,1024.87
Overcast,1.38333333333333,0.99,1025.54
Overcast,2.91111111111111,0.95,1026.02
Overcast,2.92222222222222,0.9,1026.18
Overcast,2.93333333333333,0.95,1026.75
Overcast,4.00555555555556,0.89,1027.54
Overcast,4.98333333333333,0.88,1027.84
Mostly Cloudy,6.20555555555556,0.79,1027.66
Mostly Cloudy,7.31666666666667,0.73,1027.15
Mostly Cloudy,7.67777777777778,0.72,1027.02
Mostly Cloudy,7.85,0.68,1026.45
Mostly Cloudy,7.82777777777778,0.71,1026.37
Overcast,6.27222222222222,0.77,1026.83
Overcast,4.07222222222222,0.82,1026.94
Overcast,4.02777777777778,0.82,1026.85
Mostly Cloudy,3.23333333333333,0.89,1027.12
Mostly Cloudy,2.96666666666667,0.88,1027.22
Overcast,2.87222222222222,0.85,1027.14
Foggy,1.7,0.91,1027.24
Foggy,0.78888888888889,0.91,1027.24
Foggy,1.25555555555555,0.91,1027.39
Foggy,2.13888888888889,0.93,1027.11
Foggy,2.10555555555556,0.96,1026.72
Overcast,2.08333333333333,0.99,1026.89
Foggy,2.25555555555556,0.99,1026.43
Foggy,2.59444444444445,0.96,1026.12
Foggy,2.59444444444445,0.99,1026.03
Foggy,2.58888888888889,0.99,1026.23
Overcast,2.66666666666667,0.96,1026.49
Mostly Cloudy,2.71111111111111,0.96,1026.87
Mostly Cloudy,3.79444444444444,0.89,1026.79
Mostly Cloudy,5.87777777777778,0.78,1026.67
Mostly Cloudy,6.92222222222222,0.68,1025.71
Mostly Cloudy,6.91111111111111,0.68,1025.22
Mostly Cloudy,6.99444444444445,0.67,1025.01
Mostly Cloudy,5.99444444444444,0.67,1025.09
Mostly Cloudy,4.06111111111111,0.77,1024.96
Mostly Cloudy,2.8,0.77,1025.08
Partly Cloudy,2.26666666666667,0.8,1025.27
Mostly Cloudy,2.61111111111111,0.84,1025.19
Mostly Cloudy,2.15,0.86,1025.1
Mostly Cloudy,2.15,0.86,1025
Partly Cloudy,0.705555555555557,0.9,1025.24
Partly Cloudy,0.061111111111111,0.92,1024.97
Foggy,-2.98888888888889,0.96,1033.59
Foggy,-3.61111111111111,0.96,1033.08
Foggy,-3.56666666666667,0.92,1032.79
Foggy,-4.07777777777778,0.96,1032.28
Foggy,-4.7,0.93,1031.62
Foggy,-6.13333333333333,0.92,1030.91
Foggy,-6.13333333333333,0.92,1030.41
Foggy,-6.03888888888889,0.93,1030.22
Partly Cloudy,-4.08888888888889,0.92,1030.09
Partly Cloudy,-2.40555555555555,0.96,1029.8
Partly Cloudy,-1.28888888888889,0.93,1029.63
Partly Cloudy,-0.188888888888889,0.92,1029.2
Partly Cloudy,1.87777777777778,0.86,1028.03
Partly Cloudy,2.53888888888889,0.76,1027.3
Partly Cloudy,3.47222222222222,0.67,1026.05
Mostly Cloudy,2.42777777777778,0.72,1025.81
Mostly Cloudy,1.00555555555556,0.77,1025.27
Mostly Cloudy,-0.211111111111111,0.83,1025.13
Mostly Cloudy,-1.22777777777778,0.88,1025.1
Foggy,-2.16111111111111,0.89,1024.77
Mostly Cloudy,-2.26666666666667,0.89,1024.12
Foggy,-3.31111111111111,0.92,1024.21
Foggy,-2.85555555555556,0.93,1024.35
Foggy,-3.81666666666667,0.92,1024.29
Foggy,-4.32777777777778,0.96,1023.92
Foggy,-4.2,0.93,1024.05
Foggy,-3.88888888888889,0.96,1024.2
Foggy,-4.48888888888889,0.96,1024.29
Foggy,-4.3,0.93,1024.3
Foggy,-4.37222222222222,0.92,1024.61
Overcast,-4.88333333333333,0.93,1024.8
Partly Cloudy,-5.61111111111111,0.93,1025.27
Mostly Cloudy,-2.82222222222222,0.92,1025.89
Mostly Cloudy,-2.15,0.96,1026.49
Mostly Cloudy,-0.116666666666667,0.93,1027.09
Mostly Cloudy,2.36666666666667,0.85,1026.7
Mostly Cloudy,4.02777777777778,0.81,1026.09
Partly Cloudy,4.91111111111111,0.76,1025.64
Partly Cloudy,5.09444444444445,0.75,1024.88
Mostly Cloudy,3.03333333333333,0.87,1024.67
Partly Cloudy,1.47222222222222,0.85,1024.29
Partly Cloudy,0.138888888888889,0.91,1023.65
Partly Cloudy,0.005555555555554,0.91,1022.87
Foggy,-1.78888888888889,0.96,1022.33
Foggy,-2.15,0.96,1021.41
Foggy,-2.19444444444444,0.96,1020.23
Foggy,-1.11666666666667,0.93,1019.18
Foggy,-2.17222222222222,0.96,1017.5
Foggy,-2.15,0.99,1015.62
Foggy,-1.51666666666667,0.96,1013.86
Overcast,-1.11111111111111,0.96,1012.61
Overcast,-0.533333333333334,0.92,1012.12
Overcast,-0.522222222222223,0.93,1011.34
Overcast,-1.06111111111111,0.92,1011.67
Overcast,-1.06111111111111,0.92,1010.07
Foggy,-0.905555555555555,0.92,1010.78
Foggy,0.050000000000002,0.92,1012.74
Mostly Cloudy,1.3,0.84,1012.86
Mostly Cloudy,1.3,0.91,1013.42
Mostly Cloudy,2.43333333333333,0.83,1013.36
Mostly Cloudy,4.05555555555555,0.63,1012.86
Mostly Cloudy,4.92222222222222,0.58,1012.95
Mostly Cloudy,5.02222222222222,0.57,1012.42
Mostly Cloudy,3.98333333333333,0.61,1012.69
Mostly Cloudy,4.51666666666667,0.51,1013.5
Mostly Cloudy,2.27222222222222,0.69,1013.42
Partly Cloudy,1.23333333333333,0.74,1014.19
Partly Cloudy,0.150000000000002,0.86,1014.54
Partly Cloudy,0.094444444444445,0.84,1014.5
Partly Cloudy,0.605555555555557,0.81,1014.78
Partly Cloudy,0.966666666666668,0.72,1015.01
Partly Cloudy,0.050000000000002,0.81,1014.99
Partly Cloudy,0.605555555555557,0.72,1015.09
Partly Cloudy,0.094444444444445,0.74,1015.34
Partly Cloudy,0.627777777777779,0.66,1015.3
Partly Cloudy,1.11666666666667,0.61,1015.23
Partly Cloudy,0.655555555555555,0.67,1015.37
Partly Cloudy,0.116666666666667,0.63,1015.5
Mostly Cloudy,0.066666666666665,0.84,1017.02
Partly Cloudy,-0.794444444444444,0.89,1017.71
Breezy and Partly Cloudy,0.050000000000002,0.81,1017.91
Breezy and Partly Cloudy,2.15555555555556,0.64,1018.52
Breezy and Partly Cloudy,2.31111111111111,0.64,1019.51
Windy and Partly Cloudy,2.87222222222222,0.52,1019.96
Windy and Partly Cloudy,3.91111111111111,0.48,1020.2
Breezy and Partly Cloudy,3.92777777777778,0.44,1020.58
Windy and Partly Cloudy,3.98333333333333,0.43,1020.82
Breezy and Partly Cloudy,2.89444444444444,0.48,1021.59
Breezy and Partly Cloudy,2.81111111111111,0.46,1022.19
Partly Cloudy,2.77777777777778,0.46,1022.83
Partly Cloudy,1.20555555555556,0.54,1023.62
Partly Cloudy,1.14444444444445,0.6,1024.35
Partly Cloudy,1.11111111111111,0.64,1024.4
Mostly Cloudy,1.06111111111111,0.66,1024.79
Mostly Cloudy,1.1,0.71,1025.36
Overcast,2.2,0.67,1025.69
Overcast,1.64444444444444,0.67,1025.39
Overcast,1.01111111111111,0.73,1025.34
Overcast,3.73333333333333,0.65,1025.18
Overcast,3.25,0.7,1024.99
Overcast,2.25,0.79,1025.15
Overcast,2.13888888888889,0.79,1024.88
Overcast,2.64444444444444,0.68,1024.9
Mostly Cloudy,1.11111111111111,0.76,1025.48
Mostly Cloudy,1.09444444444444,0.75,1026.29
Mostly Cloudy,2.18333333333333,0.7,1026.9
Overcast,2.75,0.71,1027.49
Overcast,5,0.7,1027.52
Overcast,6.03888888888889,0.7,1027.71
Overcast,6.93333333333333,0.66,1027.79
Mostly Cloudy,7.17222222222222,0.65,1027.65
Mostly Cloudy,6.08333333333334,0.7,1028.31
Partly Cloudy,4.94444444444444,0.71,1028.68
Partly Cloudy,2.82777777777778,0.82,1028.79
Mostly Cloudy,2.73888888888889,0.82,1029.55
Mostly Cloudy,2.47777777777778,0.84,1029.64
Mostly Cloudy,2.06666666666667,0.85,1029.77
Partly Cloudy,0.516666666666666,0.89,1029.47
Partly Cloudy,-0.288888888888889,0.88,1029.41
Partly Cloudy,0.055555555555556,0.88,1029.26
Mostly Cloudy,0.611111111111112,0.88,1028.95
Mostly Cloudy,1.21666666666667,0.83,1028.16
Mostly Cloudy,0.611111111111112,0.88,1027.77
Mostly Cloudy,0.699999999999999,0.88,1027.25
Mostly Cloudy,1.19444444444444,0.85,1026.23
Overcast,1.09444444444444,0.85,1025.76
Overcast,2.22777777777778,0.79,1025.47
Overcast,1.18888888888889,0.85,1025.17
Mostly Cloudy,2.18333333333333,0.79,1024.89
Overcast,2.78888888888889,0.82,1024.96
Mostly Cloudy,4.83333333333334,0.77,1024.82
Mostly Cloudy,7.73333333333333,0.58,1024.19
Mostly Cloudy,7.77777777777778,0.53,1023.22
Mostly Cloudy,8.63333333333333,0.52,1022.88
Overcast,8.84444444444445,0.55,1022.33
Overcast,8.81666666666667,0.55,1022.3
Breezy and Overcast,8.55555555555556,0.61,1022.62
Breezy and Overcast,7.77777777777778,0.63,1022.45
Breezy and Overcast,7.75555555555556,0.68,1022.45
Breezy and Overcast,7.69444444444444,0.71,1022.8
Breezy and Overcast,7.77777777777778,0.71,1022.94
Breezy and Overcast,7.77777777777778,0.71,1023.08
Breezy and Overcast,7.7,0.72,1023.58
Breezy and Mostly Cloudy,7.77777777777778,0.71,1023.73
Mostly Cloudy,3.5,0.84,1012.91
Overcast,2.72777777777778,0.87,1012.81
Overcast,2.82777777777778,0.85,1012.38
Partly Cloudy,2.76666666666666,0.85,1011.54
Mostly Cloudy,1.66666666666667,0.9,1012.43
Mostly Cloudy,7.24444444444444,0.64,1012.31
Mostly Cloudy,5.11666666666667,0.75,1012.71
Mostly Cloudy,5.13888888888889,0.69,1013.26
Mostly Cloudy,6.06666666666667,0.69,1013.49
Mostly Cloudy,7.75,0.68,0
Mostly Cloudy,8.85555555555555,0.63,1013.41
Breezy and Mostly Cloudy,10.0055555555556,0.57,1013.1
Partly Cloudy,10.05,0.53,1012.75
Partly Cloudy,10.8722222222222,0.47,1012.28
Partly Cloudy,11.0444444444444,0.46,1011.77
Clear,8.93888888888889,0.65,0
Overcast,7.52222222222222,0.77,1010.95
Overcast,6.25,0.84,1009.94
Clear,5.1,0.81,0
Mostly Cloudy,5.21666666666667,0.82,1008.52
Clear,5.1,0.82,0
Mostly Cloudy,5.63333333333333,0.78,1006.15
Mostly Cloudy,5.65,0.72,1005.19
Overcast,5.65,0.72,1003.8
Overcast,-1.13333333333333,0.96,1013.04
Overcast,-1.17777777777778,0.99,1012.44
Overcast,-1.18333333333333,0.96,1012.18
Overcast,-1.18333333333333,1,1012.15
Foggy,-1.22222222222222,0.99,1011.67
Foggy,-1.18333333333333,1,1011
Foggy,-1.18333333333333,1,1011.06
Foggy,-1.22222222222222,1,1011.49
Foggy,-1.18333333333333,1,1011.29
Foggy,-1.16111111111111,1,0
Foggy,-0.2,0.99,1011.69
Overcast,0.899999999999999,0.92,1012.04
Overcast,-0.094444444444445,1,1011.94
Mostly Cloudy,0.872222222222222,0.85,1012.13
Overcast,-0.072222222222222,0.86,1011.82
Overcast,-0.05,0.82,0
Overcast,-0.061111111111111,0.86,1012.59
Overcast,-2.10555555555556,0.88,1012.5
Overcast,-1.11111111111111,0.92,1012.98
Overcast,-1.08888888888889,0.92,1013.17
Foggy,-2.22222222222222,0.96,1013.38
Partly Cloudy,-3.31111111111111,0.96,1013.78
Mostly Cloudy,-3.58333333333333,0.99,1014.02
Overcast,-2.8,0.96,1013.9
Mostly Cloudy,-3.35555555555556,0.96,1014.38
Mostly Cloudy,-3.86666666666667,0.96,1014.43
Clear,-6.38888888888889,0.96,1014.86
Overcast,-6.01111111111111,0.92,0
Foggy,-4.82777777777778,0.99,1014.91
Partly Cloudy,-4.15555555555556,1,1014.89
Partly Cloudy,-6.23888888888889,0.93,1015.19
Foggy,-6.08888888888889,0.99,1015.59
Foggy,-5.05,1,1015.98
Foggy,-5.05,0.92,0
Partly Cloudy,-2.87777777777778,0.98,1015.64
Partly Cloudy,-1.28888888888889,0.82,0
Partly Cloudy,-0.227777777777778,0.76,0
Mostly Cloudy,-0.26111111111111,0.76,1015.37
Partly Cloudy,-1.14444444444444,0.82,1015.36
Partly Cloudy,-1.11666666666667,0.81,1015.14
Mostly Cloudy,-2.16666666666667,0.87,1014.62
Mostly Cloudy,-2.82777777777778,0.85,1014.36
Partly Cloudy,-2.85,0.92,1014.28
Partly Cloudy,-3.00555555555556,0.92,1014.45
Partly Cloudy,-2.94444444444444,0.86,1013.89
Partly Cloudy,-2.99444444444444,0.86,1013.51
Clear,-3.1,0.87,1013.4
Clear,-3.47777777777778,0.86,1012.9
Mostly Cloudy,-2.92777777777778,0.86,0
Mostly Cloudy,-2.40555555555555,0.86,1012.12
Mostly Cloudy,-1.71666666666667,0.82,1011.89
Mostly Cloudy,-0.672222222222223,0.76,1011.26
Overcast,-0.816666666666666,0.75,1010.44
Overcast,-0.138888888888889,0.71,1009.91
Overcast,-0.072222222222222,0.76,1009.66
Overcast,0.799999999999999,0.72,1009.09
Mostly Cloudy,1.01111111111111,0.75,0
Overcast,2.12222222222222,0.72,0
Overcast,2.23333333333334,0.73,1009.44
Breezy,2.7,0.7,1011
Overcast,2.75,0.76,0
Overcast,3.76111111111111,0.7,1008.77
Overcast,3.79444444444444,0.71,1008.61
Overcast,3.79444444444444,0.71,1008.7
Mostly Cloudy,3.92222222222222,0.75,1008.47
Overcast,3.75,0.77,1008.35
Mostly Cloudy,4.77222222222222,0.71,1008.85
Overcast,4.69444444444445,0.68,1009.39
Overcast,3.72777777777778,0.77,1009.72
Overcast,4.23888888888889,0.72,1010.1
Overcast,4.42777777777778,0.73,1010.46
Overcast,4.28333333333333,0.74,1010.41
Overcast,4.28333333333333,0.74,1010.71
Mostly Cloudy,4.25555555555555,0.71,1011.11
Mostly Cloudy,3.77222222222222,0.77,1011.58
Mostly Cloudy,3.75,0.77,1011.77
Mostly Cloudy,3.72222222222222,0.77,1011.77
Mostly Cloudy,2.75555555555556,0.82,1012.08
Mostly Cloudy,2.73333333333333,0.83,1012.19
Mostly Cloudy,2.33333333333333,0.85,1012.37
Mostly Cloudy,2.22222222222222,0.85,1013.01
Clear,4.9,0.77,0
Mostly Cloudy,6.17222222222222,0.7,1013.05
Mostly Cloudy,7.65,0.64,1014.9
Partly Cloudy,8.66111111111111,0.64,0
Partly Cloudy,7.50555555555555,0.75,1013.56
Overcast,7.6,0.76,1015
Mostly Cloudy,7.6,0.77,0
Mostly Cloudy,6.99444444444445,0.86,1013.59
Overcast,6.06111111111111,0.92,1014.14
Mostly Cloudy,6.01111111111111,0.86,0
Mostly Cloudy,5.01666666666667,0.93,1014.11
Mostly Cloudy,4.95,0.93,1015.7
Overcast,4.37777777777778,0.95,1015.46
Overcast,4.45555555555556,0.96,1016.04
Overcast,4.36666666666667,0.92,1016.51
Overcast,3.75,0.96,1016.66
Overcast,3.3,1,1016.93
Overcast,3.21666666666667,0.96,1017.17
Overcast,2.75,1,0
Overcast,2.83888888888889,1,1017.27
Overcast,2.73333333333333,1,1017.73
Foggy,2.71111111111111,1,1017.94
Foggy,2.81666666666667,1,1018.26
Foggy,3.81111111111111,0.92,0
Foggy,3.81111111111111,1,0
Mostly Cloudy,4.80555555555555,0.99,1019.24
Mostly Cloudy,5.81111111111111,0.94,1019.46
Overcast,5.96111111111111,0.93,0
Overcast,5.9,0.93,1019.16
Overcast,7.07222222222222,0.8,0
Overcast,6.92222222222222,0.81,1018.86
Mostly Cloudy,5.91666666666667,0.98,1018.7
Mostly Cloudy,5.90555555555556,1,1018.66
Overcast,4.83888888888889,1,1018.85
Overcast,4.93888888888889,0.99,1018.94
Mostly Cloudy,4.9,1,1019.7
Mostly Cloudy,4.9,1,0
Overcast,4.29444444444444,0.99,1019.21
Foggy,3.83888888888889,1,0
Foggy,3.83888888888889,1,0
Foggy,3.75,1,1018.72
Foggy,3.81111111111111,1,0
Foggy,3.28333333333333,1,1018.13
Foggy,3.27222222222222,1,1017.79
Foggy,2.75555555555556,1,1017.82
Foggy,2.75555555555556,1,1017.53
Foggy,2.83888888888889,1,1017.68
Foggy,2.77777777777778,1,0
Foggy,3.83888888888889,0.92,0
Foggy,3.9,0.99,1018.33
Mostly Cloudy,5.05,0.99,1018.9
Overcast,6.16111111111111,0.99,0
Overcast,6.11111111111111,0.92,1018.14
Mostly Cloudy,7.13333333333334,0.86,1017.92
Mostly Cloudy,7.22222222222222,0.79,0
Mostly Cloudy,7.00555555555556,0.81,1017.96
Overcast,7.08333333333333,0.86,1018.13
Overcast,6.04444444444445,0.93,1018.63
Mostly Cloudy,5.87222222222222,0.93,1019.04
Partly Cloudy,4.90555555555556,0.94,1018.95
Mostly Cloudy,4.35,0.93,1019.24
Mostly Cloudy,3.97777777777778,0.96,1019.34
Overcast,3.83888888888889,0.96,1019.45
Overcast,3.81666666666666,0.96,1019.65
